a_a_project,project_start_year,project_end_year,project_duration_year,mis_code_nsrf_2007_20,rtdi_sector,rtdi_subsector,scientific_field,type_of_beneficiary,type_of_research_organization,role_of_beneficiary,region,final_projects_budget_at_the_end_of_the_project,final_public_expenditure_at_the_end,pct_absorption_rate_per_budget,pct_absorption_rate_per_public_expenditure,indicator_1_new_jobs_ipa,indicator_3_new_jobs_womens_ipa,indicator_4_number_of_rdti_projects,indicator_5_num_coop_company_research_instit,indicator_6_num_of_research_job_ipa,indicator_9_num_of_jobs_ipa_smes,indicator_10_induced_investments,indicator_501_jobs_dur_the_operat_ipa,indicator_3103_num_company_res_lab_busin_collab,indicator_3104_num_new_business_rtd,indicator_3106_num_company_benef,indicator_3107_num_smes_com_benef,indicator_3110_num_of_smes_benef,indicator_3111_num_spin_off_spin_outs,indicator_3112_num_of_joint_project_other_countries,indicator_3115_num_of_patent,indicator_3121_num_of_lab_supp,indicator_3204_num_of_business_will_be_supported,indicator_6913_num_res_part,indicator_8004_stud_research_evaluat,indicator_8009_num_events,gdp_region_start_year,gdp_region_end_year,gdp_region_per_person_start_year,gdp_region_per_person_end_year,gross_value_added_region_start_year,gross_value_added_region_end_year,employment_region_start_year,employment_region_end_year,employment_r_d_number_region_start_year,employment_r_d_number_region_end_year,employment_r_d_ipa_region_start_year,employment_r_d_ipa_region_end_year,researchers_number_region_start_year,researchers_numbers_region_end_year,researchers_ipa_region_start_year,researchers_ipa_region_end_year,number_of_business_region_start_year,number_of_business_region_end_year,educational_institution_per_region,research_center_per_region,r_d_exp_region_start_year,r_d_exp_region_end_year,r_d_per_inhabitant_region_2015,r_d_exp_int_region_start_year,r_d_exp_int_region_end_year,intensity_r_d_exp_start_year,intensity_r_d_exp_end_year,percent_innov_busi_region_2010_2012,percent_company_innov_prod_region_2010_2012,exp_innov_act_region_2012,rate_busin_region_newproducts,rate_turnover_innovative_products_region_2012,rate_busin_region_collaborations_with_any_organiz,rate_busin_region_innovating_or_marketing_2012_2014,numb_sc_pub_per_million_rd_region_2011,numb_sc_pub_per_ipa_region_2011,impact_index_of_publications_by_region_2010_2014,numb_sc_pub_per_million_rd_region_2010_2014,numb_sc_pub_per_ipa_region_2015,numb_sc_pub_per_region_2010_2014,numb_report_sc_pub_region_2010_2014,numb_inter_collab_per_region_2010_2014,numb_sc_pub_per_region_2012_2016,numb_sc_pub_per_region_2012_2016_1,numb_sc_pub_per_region_2012_2016_2,numb_sc_pub_per_region_2014_2016,nuts_id,region_el,lat,lon
2886,2012,2016,4,451767,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology","Development of agricultural by-products, by-products and other relevant raw materials for the production of high value added products",Agricultural Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Thessaly,185550.6,174417.56,0.9006086551342536,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,9298,8843,12502,12152,8201,7713,292034.8,286686.7,3487,3714,1676,1953,2477,2473,1356,1467,65200,112596,2,4,42.41,59.91,81.7,0.0045611959561195955,0.006774850163971503,0.00012045601204560121,0.0002827094877304082,0.495,0.331,0.0021,0.079,0.047,0.179,0.438,54.8,2.6,4.58,53.5,2.2,3205,14665,1238,3358,3525,19012,22469,EL61,Θεσσαλία,39.64,22.42
2887,2012,2016,4,463960,Energy,Energy efficiency and savings,Engineering Sciences,Business,0,Partner,Attica,227744.82,125211.28,0.9674801189464741,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2888,2012,2016,4,463961,Energy,Energy efficiency and savings,Engineering Sciences,Research institution,Research Center,Partner,Central Greece,170625.23,170625.22999999998,0.586340996563574,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8660,8136,15411,14639,79510,72400,207727.1,214788.8,1096,1557,749,777,519,1006,331,508,49402,74962,1,1,38.47,42.41,76.0,0.004442263279445727,0.005212635201573254,0.003336027713625866,0.0033603736479842676,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,5.7,0.5,243,786,114,238,1683,234,1801,EL64,Στερεά Ελλάδα,38.9,22.43
2889,2012,2016,4,463962,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology","Increasing sustainability in all production systems and optimizing the health of plant, marine and livestock",Agricultural Sciences,Business,0,Partner,Crete,95979.04999999999,52788.48,0.5550473899965336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8732,8606,8732,8606,7701,7506,261070.9,266486.1,7003,6793,4051,4048,4440,3981,2718,2498,65045,129132,3,4,106.1,134.72,213.3,0.012150710032065963,0.015654194747850337,0.000744388456252863,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
2890,2012,2016,4,463963,Energy,Energy efficiency and savings,Engineering Sciences,Business,0,Partner,Attica,401895.45,157376.68,0.7147209462379359,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2891,2012,2016,4,463967,Energy,Energy efficiency and savings,Engineering Sciences,Business,0,Partner,Attica,121516.34,71743.25,0.48606536,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2892,2012,2016,4,463968,Energy,Energy efficiency and savings,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,182839.36,182839.36,0.7574124275062137,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2893,2012,2016,4,451769,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology","Development of agricultural by-products, by-products and other relevant raw materials for the production of high value added products",Agricultural Sciences,Research institution,Research Center,Partner,Crete,84067.47,79023.42,0.8883000171177511,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8732,8606,8732,8606,7701,7506,261070.9,266486.1,7003,6793,4051,4048,4440,3981,2718,2498,65045,129132,3,4,106.1,134.72,213.3,0.012150710032065963,0.015654194747850337,0.000744388456252863,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
2894,2012,2016,4,463973,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,North Aegean,85703.05,85703.04999999999,0.7388193965517241,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2693,2495,13463,12154,2375,2122,72172.1,75892.3,1564,1523,500,567,1121,1067,627,743,20392,34499,1,0,21.4,18.79,95.0,0.007946528035647975,0.007531062124248497,0.0001448199034533977,0.00042084168336673346,0.399,0.094,0.0005,0.051,0.016,0.051,0.384,29.5,1.5,3.89,40.8,1.4,1226,4471,608,1235,1373,11429,13812,EL41,Βόρειο Αιγαίο,39.1,26.55
2895,2012,2016,4,463975,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Business,0,Partner,Attica,124488.05,67754.97,0.7780503125,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2896,2012,2016,4,463979,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Business,0,Partner,Central Makedonia,10124.78,5524.87,0.506239,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25476,23801,15441,14639,26587,20760,692077.2,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,179395,240711,5,4,193.33,201.44,106.4,0.007588710943633224,0.008463509936557288,0.0018641073951954782,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
2897,2012,2016,4,463981,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Research institution,Research Center,Partner,Attica,50514.26,50514.259999999995,0.9020403571428571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2898,2012,2016,4,463982,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Engineering Sciences,Business,0,Partner,Central Makedonia,237300.14,115490.82,0.7270937714481812,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25476,23801,15441,14639,26587,20760,692077.2,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,179395,240711,5,4,193.33,201.44,106.4,0.007588710943633224,0.008463509936557288,0.0018641073951954782,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
2899,2012,2016,4,463983,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Engineering Sciences,Business,0,Partner,Central Makedonia,100104.35,57520.06,0.7335425414202702,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25476,23801,15441,14639,26587,20760,692077.2,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,179395,240711,5,4,193.33,201.44,106.4,0.007588710943633224,0.008463509936557288,0.0018641073951954782,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
2900,2012,2016,4,463993,Nanotechnology - Nanoscience and Microelectronics,Nanotechnology and nanosciences,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Crete,54838.68,54838.68,0.9792621428571429,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8732,8606,8732,8606,7701,7506,261070.9,266486.1,7003,6793,4051,4048,4440,3981,2718,2498,65045,129132,3,4,106.1,134.72,213.3,0.012150710032065963,0.015654194747850337,0.000744388456252863,0.0010736695328840344,0.652,0.506,0.0035,0.107,0.094,0.075,0.482,55.3,2.7,7.5,51.9,2.8,6995,52469,4062,7210,7368,70590,78674,EL43,Κρήτη,35.24,24.81
2901,2012,2016,4,464012,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology","Increasing sustainability in all production systems and optimizing the health of plant, marine and livestock",Agricultural Sciences,Business,0,Partner,Central Makedonia,25614.31,20491.45,0.5153784708249497,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25476,23801,15441,14639,26587,20760,692077.2,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,179395,240711,5,4,193.33,201.44,106.4,0.007588710943633224,0.008463509936557288,0.0018641073951954782,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
2902,2012,2016,4,464601,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Natural sciences,Research institution,Research Center,Coordinator,Attica,228705.99,228705.99,0.8470592222222222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2903,2012,2016,4,464606,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Natural sciences,Research institution,Universities/Technological Education Institutes,Partner,Attica,188927.15,188927.15,0.9215958536585366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2904,2012,2016,4,464609,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Natural sciences,Research institution,Universities/Technological Education Institutes,Partner,Eastern Macedonia & Thrace,188868.44,188868.44,0.9940444210526316,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,7472,6808,12227,11277,6590,5938,226985.0,231101.1,4130,3628,1338,1126,2606,2070,1925,1726,56743,90477,2,1,46.25,47.06,77.6,0.006189775160599572,0.006912455934195065,0.0018375267665952891,0.0008357814336075206,0.369,0.212,0.0036,0.091,0.084,0.096,0.281,52.7,2.4,4.44,55.1,2.3,2591,11510,787,2618,2760,16049,17844,EL51,Ανατολική Μακεδονία και Θράκη,41.12,24.89
2905,2012,2016,4,464613,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Natural sciences,Research institution,Universities/Technological Education Institutes,Partner,Central Makedonia,185023.59,185023.59,0.92511795,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,25476,23801,15441,14639,26587,20760,692077.2,719161.3,13771,14915,6822,7624,9638,10699,5189,5958,179395,240711,5,4,193.33,201.44,106.4,0.007588710943633224,0.008463509936557288,0.0018641073951954782,0.0015957312717953026,0.413,0.189,0.0029,0.107,0.109,0.107,0.388,26.08,1.8,3.97,59.9,2.0,12075,67918,5101,12613,13099,100700,116395,EL52,Κεντρική Μακεδονία,40.64,22.94
2906,2012,2016,4,464628,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Natural sciences,Business,0,Partner,Attica,251844.2,127603.73,0.7094202816901409,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2907,2012,2016,4,464630,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Natural sciences,Business,0,Partner,Eastern Macedonia & Thrace,190941.86,106107.29,0.9791890256410256,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,7472,6808,12227,11277,6590,5938,226985.0,231101.1,4130,3628,1338,1126,2606,2070,1925,1726,56743,90477,2,1,46.25,47.06,77.6,0.006189775160599572,0.006912455934195065,0.0018375267665952891,0.0008357814336075206,0.369,0.212,0.0036,0.091,0.084,0.096,0.281,52.7,2.4,4.44,55.1,2.3,2591,11510,787,2618,2760,16049,17844,EL51,Ανατολική Μακεδονία και Θράκη,41.12,24.89
2908,2012,2016,4,464635,"Agriculture-Fisheries-Livestock Farming-Food and 
Biotechnology",Food,Natural sciences,Business,0,Partner,Peloponnese,91449.19,56060.68,0.5542375151515152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8343,7934,14190,13677,7359,6920,226533.3,234479.7,1538,2296,864,1247,785,1371,411,820,57248,111228,2,1,30.82,31.14,53.4,0.003694114826800911,0.003924880262162844,0.0009013544288625194,0.00041215023947567433,0.491,0.275,0.0075,0.107,0.019,0.069,0.427,12.5,0.8,3.84,12.8,0.5,399,1534,164,446,487,2338,4038,EL65,Πελοπόννησος,37.5,22.37
2909,2012,2016,4,464647,Energy,Hydrogen and fuel cells,Engineering Sciences,Research institution,Research Center,Partner,Attica,91200.6,91200.6,0.6901293984108967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2910,2012,2016,4,464650,Energy,Hydrogen and fuel cells,Engineering Sciences,Business,0,Partner,Attica,23269.18,13859.13,0.37695091527620284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2911,2012,2016,4,464676,Transportation,Development and use of intelligent transport systems,Engineering Sciences,Business,0,Partner,Attica,12825.0,8977.5,0.0855,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2912,2012,2016,4,464677,Transportation,Development and use of intelligent transport systems,Engineering Sciences,Business,0,Partner,Attica,18377.61,12585.08,0.1934485263157895,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2913,2012,2016,4,464679,Transportation,Development and use of intelligent transport systems,Engineering Sciences,Business,0,Partner,Western Greece,137397.88,91599.55,0.9159858666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8770,7832,12798,11758,7735,6831,253878.8,252105.2,5780,7013,2352,2994,4327,4410,1735,2021,57505,96579,3,5,79.72,106.93,158.8,0.009090079817559863,0.013652962206332993,0.0014127708095781073,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
2914,2012,2016,4,464680,Transportation,Development and use of intelligent transport systems,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Western Greece,146924.77,146924.77,0.9794984666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8770,7832,12798,11758,7735,6831,253878.8,252105.2,5780,7013,2352,2994,4327,4410,1735,2021,57505,96579,3,5,79.72,106.93,158.8,0.009090079817559863,0.013652962206332993,0.0014127708095781073,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
2915,2012,2016,4,464681,Transportation,Development and use of intelligent transport systems,Engineering Sciences,Research institution,Research Center,Partner,Western Greece,84799.07,84799.07,0.942211888888889,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8770,7832,12798,11758,7735,6831,253878.8,252105.2,5780,7013,2352,2994,4327,4410,1735,2021,57505,96579,3,5,79.72,106.93,158.8,0.009090079817559863,0.013652962206332993,0.0014127708095781073,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
2916,2012,2016,4,464682,Energy,Hydrogen and fuel cells,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Coordinator,Western Greece,54935.12,54935.119999999995,0.9072687035507845,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8770,7832,12798,11758,7735,6831,253878.8,252105.2,5780,7013,2352,2994,4327,4410,1735,2021,57505,96579,3,5,79.72,106.93,158.8,0.009090079817559863,0.013652962206332993,0.0014127708095781073,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
2917,2012,2016,4,464683,Energy,Hydrogen and fuel cells,Engineering Sciences,Research institution,Universities/Technological Education Institutes,Partner,Epirus,58880.22,58880.22,0.9495278180938559,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,4986,3892,12065,11583,3664,3395,128319.6,128013.6,4359,3506,1517,1776,2193,2289,1356,1467,32389,45596,2,3,39.78,47.53,140.1,0.007978339350180505,0.012212230215827338,0.0006879261933413558,0.000894141829393628,0.427,0.208,0.0022,0.059,0.013,0.044,0.31,99.2,4.4,7.83,51.9,3.3,4301,33670,2238,4248,4372,49238,46355,EL54,Ήπειρος,39.67,20.85
2918,2012,2016,4,464684,Energy,Hydrogen and fuel cells,Engineering Sciences,Business,0,Partner,Western Greece,80717.26,40358.630000000005,0.631837651663405,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,8770,7832,12798,11758,7735,6831,253878.8,252105.2,5780,7013,2352,2994,4327,4410,1735,2021,57505,96579,3,5,79.72,106.93,158.8,0.009090079817559863,0.013652962206332993,0.0014127708095781073,0.0018973442288049028,0.433,0.228,0.0029,0.098,0.064,0.118,0.353,67.2,3.2,5.06,52.6,2.8,5629,28471,2235,5628,5752,35634,43969,EL63,Δυτική Ελλάδα,38.25,21.73
2919,2012,2016,4,464702,Environment,Environmental technologies,Engineering Sciences,Research institution,Research Center,Coordinator,Attica,96708.03,96708.03000000001,0.7780211584875302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
2920,2012,2016,4,464703,Environment,Environmental technologies,Engineering Sciences,Research institution,Research Center,Partner,Attica,103563.0,103562.99999999999,0.9066551339085412,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,90148,83007,22890,21975,79510,72400,1636041.4,1713069.0,36307,47427,20243,24426,22965,29384,13631,17031,382455,342990,12,26,774.39,966.92,252.9,0.008590207214802324,0.011648656137434191,0.004054332874828061,0.0054596600286722806,0.543,0.362,0.0111,0.168,0.124,0.145,0.493,33.3,2.4,6.55,30.6,1.7,29588,193686,14153,30504,31556,273447,296844,EL30,Αττική,37.98,23.72
